entity,high_weights,high_counts,low_weights,low_counts,relative_weight,relative_count
BACKGROUND AND ENVIRONMENT,0.0,0.0,6.0,1.0,0.0,0.0
POP OR R&B GENRES,7.0,1.0,0.0,0.0,inf,inf
DIFFICULT LYRICS,0.0,0.0,6.0,1.0,0.0,0.0
DECORATIVE ITEM,9.0,1.0,0.0,0.0,inf,inf
PICTURES,7.0,1.0,0.0,0.0,inf,inf
CALL TO ACTION (IMPLICIT),7.0,1.0,0.0,0.0,inf,inf
PRODUCT FEATURE,6.0,1.0,17.0,2.0,0.35294117647058826,0.5
AVERAGE VOLUME,0.0,0.0,8.0,1.0,0.0,0.0
GENUINE SMILE,9.0,1.0,0.0,0.0,inf,inf
CELEBRATORY ATMOSPHERE,0.0,0.0,9.0,1.0,0.0,0.0
SUBTLE BACKGROUND MUSIC,7.0,1.0,0.0,0.0,inf,inf
FASHION HACK,9.0,1.0,0.0,0.0,inf,inf
PEN,6.0,1.0,0.0,0.0,inf,inf
POTENTIAL PAUSE LOCATIONS,7.0,1.0,0.0,0.0,inf,inf
NATURAL LIGHT,31.0,5.0,13.0,2.0,2.3846153846153846,2.5
ENGAGEMENT AND COMMUNICATION,8.0,1.0,0.0,0.0,inf,inf
FAST-PACED SPEECH,17.0,2.0,23.0,3.0,0.7391304347826086,0.6666666666666666
DISBELIEF,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
EXPRESSIVE EYE AND HEAD MOVEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
SURPRISE AND JOY,0.0,0.0,8.0,1.0,0.0,0.0
SITTING WITH FRIENDS,8.0,1.0,0.0,0.0,inf,inf
BEST FRIENDS,9.0,1.0,0.0,0.0,inf,inf
SOUNDS,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
LAUGHTER/GIGGLES,23.0,1.0,0.0,0.0,inf,inf
TWO-HANDED POINTING,0.0,0.0,7.0,1.0,0.0,0.0
DEMONSTRATIVE AND APPROVING,0.0,0.0,8.0,1.0,0.0,0.0
REMEMBERING CHILDHOOD,8.0,1.0,0.0,0.0,inf,inf
FINAL LOOK,7.0,1.0,8.0,1.0,0.875,1.0
SPECIFIC CHALLENGE,8.0,1.0,0.0,0.0,inf,inf
PAUSES AND SILENCES,8.0,1.0,0.0,0.0,inf,inf
CASUAL GREETING,7.0,1.0,0.0,0.0,inf,inf
MELODIC HOOKS,8.0,1.0,0.0,0.0,inf,inf
BLACK STRAPLESS TOP,8.0,1.0,0.0,0.0,inf,inf
BATHROOM SETTING,36.0,3.0,0.0,0.0,inf,inf
WALKING BACK AND FORTH,8.0,1.0,0.0,0.0,inf,inf
SOCIAL MEDIA HANDLE,26.0,4.0,7.0,1.0,3.7142857142857144,4.0
BOX,8.0,1.0,0.0,0.0,inf,inf
DEMONSTRATION SCENE,7.0,1.0,0.0,0.0,inf,inf
CRATES OR CONTAINERS,6.0,1.0,0.0,0.0,inf,inf
MID-RANGE MELODY,8.0,1.0,0.0,0.0,inf,inf
BAY AREA,8.0,1.0,0.0,0.0,inf,inf
SPARKS FLY BY TAYLOR SWIFT,9.0,1.0,0.0,0.0,inf,inf
GAZE TOWARDS CAMERA,6.0,1.0,0.0,0.0,inf,inf
ATHLETIC SHOES,6.0,1.0,0.0,0.0,inf,inf
TABLE OR DRESSER,0.0,0.0,7.0,1.0,0.0,0.0
VINTAGE CLOTHING,9.0,1.0,0.0,0.0,inf,inf
MALE INFLUENCER,335.0,27.0,114.0,8.0,2.93859649122807,3.375
APPROACHING 30S,0.0,0.0,7.0,1.0,0.0,0.0
0:00-0:01 SILENCE,0.0,0.0,7.0,1.0,0.0,0.0
EMPHASIZED WORDS,8.0,1.0,0.0,0.0,inf,inf
BRICK WALL,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
COMPOSED POSTURE,7.0,1.0,8.0,1.0,0.875,1.0
RELATABLE LANGUAGE,8.0,1.0,0.0,0.0,inf,inf
WARDROBE ITEM,8.0,1.0,0.0,0.0,inf,inf
DYNAMIC POSTURE,0.0,0.0,7.0,1.0,0.0,0.0
WINE FEATURE,10.0,1.0,0.0,0.0,inf,inf
HEAD TILT DOWNWARD,6.0,1.0,0.0,0.0,inf,inf
TIKTOK WATERMARK,81.0,12.0,60.0,7.0,1.35,1.7142857142857142
DANCE SEQUENCE,8.0,1.0,0.0,0.0,inf,inf
GOOD AUDIO QUALITY,8.0,1.0,0.0,0.0,inf,inf
SIZZLING SOUND,7.0,1.0,0.0,0.0,inf,inf
CLASSIC BEACH BOYS SURF-ROCK SOUND,0.0,0.0,8.0,1.0,0.0,0.0
AVERAGE SPEAKING RATE,17.0,2.0,0.0,0.0,inf,inf
MAKEUP LOOK,9.0,1.0,9.0,1.0,1.0,1.0
SPONSORSHIP INDICATIONS,0.0,0.0,7.0,1.0,0.0,0.0
POSSIBLE SIGH,4.0,1.0,0.0,0.0,inf,inf
TIDY AND ORGANIZED SPACE,8.0,1.0,0.0,0.0,inf,inf
CHEERFUL SMILE,8.0,1.0,0.0,0.0,inf,inf
SHADE JOY,8.0,1.0,0.0,0.0,inf,inf
FLOOR,7.0,1.0,0.0,0.0,inf,inf
VISUAL PLACEMENT,8.0,1.0,0.0,0.0,inf,inf
ACCESSORIES,6.0,1.0,0.0,0.0,inf,inf
DRAWN-OUT PHRASE,7.0,1.0,0.0,0.0,inf,inf
SENSITIVE SKIN,7.0,1.0,0.0,0.0,inf,inf
SINGLE EYESHADOW SHADE,7.0,1.0,0.0,0.0,inf,inf
EYE MOVEMENTS,164.0,23.0,86.0,12.0,1.9069767441860466,1.9166666666666667
BRANDED BOX,7.0,1.0,0.0,0.0,inf,inf
SLIGHTLY LOWER PITCHES,8.0,1.0,0.0,0.0,inf,inf
"SONG ""WOULDN'T IT BE NICE""",0.0,0.0,9.0,1.0,0.0,0.0
TOYS ON THE FLOOR,0.0,0.0,7.0,1.0,0.0,0.0
RELAXED POSITION,0.0,0.0,7.0,1.0,0.0,0.0
DECORATIVE BASKETS,5.0,1.0,0.0,0.0,inf,inf
SPONSORED CONTENT STRATEGIES,6.0,1.0,0.0,0.0,inf,inf
TILED BACKSPLASH,13.0,2.0,0.0,0.0,inf,inf
ANIMATED EXPRESSIONS,17.0,2.0,8.0,1.0,2.125,2.0
MELODIC HOOK,8.0,1.0,0.0,0.0,inf,inf
ENTHUSIASM CONVEYANCE,8.0,1.0,0.0,0.0,inf,inf
LECTURES,8.0,1.0,0.0,0.0,inf,inf
IMPACTFUL LISTENING EXPERIENCE,0.0,0.0,8.0,1.0,0.0,0.0
CALMNESS AND SLIGHT SLEEPINESS,8.0,1.0,0.0,0.0,inf,inf
CHANDALIER,0.0,0.0,7.0,1.0,0.0,0.0
CLOSED EYES AND RELAXED EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
MUMBLED PHRASE,0.0,0.0,5.0,1.0,0.0,0.0
CIRCULAR PATTERN,8.0,1.0,0.0,0.0,inf,inf
TORTOISESHELL FRAME GLASSES,8.0,1.0,0.0,0.0,inf,inf
WHITE METAL-FRAMED SHELVING UNIT,7.0,1.0,0.0,0.0,inf,inf
PEACH-COLORED SWEATSHIRT,8.0,1.0,0.0,0.0,inf,inf
GLAMOROUSLY DECORATED SETTING,9.0,1.0,0.0,0.0,inf,inf
SELF-ASSURED LOOK,8.0,1.0,0.0,0.0,inf,inf
VISIBILITY AND INTERACTION,8.0,1.0,0.0,0.0,inf,inf
NATURAL INTERACTION,8.0,1.0,0.0,0.0,inf,inf
HOPE AND EXCITEMENT,8.0,1.0,0.0,0.0,inf,inf
COMFORT AND CONFIDENCE,7.0,1.0,0.0,0.0,inf,inf
NOSTALGIA,0.0,0.0,23.0,3.0,0.0,0.0
CARTOONISH CAT CHARACTERS,7.0,1.0,0.0,0.0,inf,inf
SETTING AND COMPOSITION,0.0,0.0,8.0,1.0,0.0,0.0
TEXT OVERLAYS,25.0,4.0,27.0,4.0,0.9259259259259259,1.0
SPONSORSHIP INDICATORS,53.0,8.0,27.0,4.0,1.962962962962963,2.0
PERSONAL CARE,8.0,1.0,0.0,0.0,inf,inf
CONTROLLED ENVIRONMENT,22.0,2.0,0.0,0.0,inf,inf
BACKGROUND VOCALS,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
DANCING,0.0,0.0,17.0,2.0,0.0,0.0
FAIRY LIGHTS,7.0,1.0,0.0,0.0,inf,inf
BASEBALL CAP,0.0,0.0,8.0,1.0,0.0,0.0
FILTERING,7.0,1.0,0.0,0.0,inf,inf
SPEAKER'S PITCH,0.0,0.0,8.0,1.0,0.0,0.0
GROUND MEAT,9.0,1.0,0.0,0.0,inf,inf
FRAMED ARTWORK,0.0,0.0,13.0,2.0,0.0,0.0
GRIP AND HOLD,15.0,2.0,0.0,0.0,inf,inf
VOCAL SAMPLES,16.0,1.0,9.0,1.0,1.7777777777777777,1.0
VIEWER ENGAGEMENT,0.0,0.0,9.0,1.0,0.0,0.0
UPBEAT TONE,14.0,2.0,7.0,1.0,2.0,2.0
INITIAL LOOK,8.0,1.0,0.0,0.0,inf,inf
OVERALL RATE,6.0,1.0,0.0,0.0,inf,inf
ENTHUSIASTIC AND ENGAGED,9.0,1.0,0.0,0.0,inf,inf
CAKE ENJOYMENT,0.0,0.0,7.0,1.0,0.0,0.0
WARM AND WELCOMING SMILE,0.0,0.0,8.0,1.0,0.0,0.0
SOUNDS OF SATISFACTION/AGREEMENT,8.0,1.0,0.0,0.0,inf,inf
RUSTLING CLOTHES,7.0,1.0,0.0,0.0,inf,inf
HAND RAISING,0.0,0.0,8.0,1.0,0.0,0.0
MAXIMUM VOLUME,7.0,1.0,0.0,0.0,inf,inf
SERIOUSNESS,8.0,1.0,0.0,0.0,inf,inf
NO SOUND EFFECTS,7.0,1.0,0.0,0.0,inf,inf
STEP-BY-STEP PROCESS,9.0,1.0,0.0,0.0,inf,inf
INCONSISTENT ARTICULATION,5.0,1.0,0.0,0.0,inf,inf
"BRIGHT YELLOWS, BLUES, AND REDS",0.0,0.0,5.0,1.0,0.0,0.0
HANDS,9.0,1.0,8.0,1.0,1.125,1.0
CASUAL AT-HOME ENVIRONMENT,8.0,1.0,0.0,0.0,inf,inf
TIKTOK LOGO,44.0,7.0,13.0,2.0,3.3846153846153846,3.5
PERFECTLY PEELED EGG,8.0,1.0,0.0,0.0,inf,inf
GAMING CULTURE,0.0,0.0,8.0,1.0,0.0,0.0
EYES WIDEN,8.0,1.0,0.0,0.0,inf,inf
CHALKBOARD,7.0,1.0,0.0,0.0,inf,inf
COLLEGE EVENTS,8.0,1.0,0.0,0.0,inf,inf
HESITATIONS/FILLER WORDS,65.0,10.0,17.0,3.0,3.823529411764706,3.3333333333333335
AUGUST,7.0,1.0,0.0,0.0,inf,inf
CLOSE-UPS,8.0,1.0,6.0,1.0,1.3333333333333333,1.0
POSITIONING HAIR,8.0,1.0,0.0,0.0,inf,inf
PEAK LEVELS,6.0,1.0,0.0,0.0,inf,inf
CLOTHING RACK,20.0,2.0,16.0,2.0,1.25,1.0
EMPHASIS & ENTHUSIASM,8.0,1.0,0.0,0.0,inf,inf
COMMUNICATION STYLE,7.0,1.0,0.0,0.0,inf,inf
ENGAGING TRANSITION,0.0,0.0,8.0,1.0,0.0,0.0
FASHION TRANSFORMATION,0.0,0.0,9.0,1.0,0.0,0.0
FEMALE VOCALS,55.0,7.0,8.0,1.0,6.875,7.0
BATHROOM FIXTURES,7.0,1.0,0.0,0.0,inf,inf
BEIGE WALL,5.0,1.0,0.0,0.0,inf,inf
CONTENTMENT,7.0,1.0,7.0,1.0,1.0,1.0
BROWN SUGAR OAT MILK SHAKEN ESPRESSO,8.0,1.0,0.0,0.0,inf,inf
STARBUCKS,8.0,1.0,0.0,0.0,inf,inf
HAIR SWAYING,7.0,1.0,0.0,0.0,inf,inf
EXERCISE ACTION,9.0,1.0,0.0,0.0,inf,inf
BREAKUP,8.0,1.0,0.0,0.0,inf,inf
CALM ATMOSPHERE,7.0,1.0,0.0,0.0,inf,inf
PARENTS,8.0,1.0,6.0,1.0,1.3333333333333333,1.0
MORNING ROUTINE VLOG,9.0,1.0,0.0,0.0,inf,inf
MUTED BROWN SWEATSHIRT,7.0,1.0,0.0,0.0,inf,inf
COSMIC THEME,6.0,1.0,0.0,0.0,inf,inf
PHONE SCREEN,0.0,0.0,7.0,1.0,0.0,0.0
PROMINENT HI-HAT RHYTHM,7.0,1.0,0.0,0.0,inf,inf
NOSTALGIC THEME,0.0,0.0,8.0,1.0,0.0,0.0
CONFIDENT PRESENTATION,0.0,0.0,9.0,1.0,0.0,0.0
SIZZLING SOUNDS,8.0,1.0,0.0,0.0,inf,inf
WELL-LIT INTERIOR,8.0,1.0,0.0,0.0,inf,inf
LIFESTYLE,7.0,1.0,0.0,0.0,inf,inf
UPBEAT MUSIC,97.0,13.0,7.0,1.0,13.857142857142858,13.0
SERENITY,0.0,0.0,7.0,1.0,0.0,0.0
PATTERNED ROBE,0.0,0.0,7.0,1.0,0.0,0.0
OUTFIT SHOWCASE,18.0,2.0,0.0,0.0,inf,inf
USER ENGAGEMENT,0.0,0.0,6.0,1.0,0.0,0.0
DECIBEL LEVEL,0.0,0.0,4.0,1.0,0.0,0.0
FINGER PLACEMENT,6.0,1.0,0.0,0.0,inf,inf
BAG ZIPPING,7.0,1.0,0.0,0.0,inf,inf
PASSIONATE SPEECH,8.0,1.0,0.0,0.0,inf,inf
DOMINANT COLORS,15.0,2.0,6.0,1.0,2.5,2.0
ULTA BEAUTY STORE,9.0,1.0,0.0,0.0,inf,inf
STANDING AND MOVING,8.0,1.0,0.0,0.0,inf,inf
SLOWER PACE,7.0,1.0,0.0,0.0,inf,inf
ANIMATED AND PLAYFUL DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
BIGGEST STRUGGLE,9.0,1.0,0.0,0.0,inf,inf
BROADENED SMILE,7.0,1.0,0.0,0.0,inf,inf
BRUNCH EXPERIENCE,9.0,1.0,0.0,0.0,inf,inf
DECORATIVE LIGHTS,14.0,2.0,0.0,0.0,inf,inf
DECORATIVE HIGH-HEELED SHOE,0.0,0.0,6.0,1.0,0.0,0.0
NATURAL FLOW,0.0,0.0,8.0,1.0,0.0,0.0
HESITATION,0.0,0.0,8.0,1.0,0.0,0.0
MAGAZINE OR BOOKLET,7.0,1.0,0.0,0.0,inf,inf
WARM NEUTRAL TONES,6.0,1.0,0.0,0.0,inf,inf
BACKGROUND NOISE,317.0,46.0,135.0,20.0,2.348148148148148,2.3
RELAXING AT HOME,8.0,1.0,0.0,0.0,inf,inf
VOLUME AND SPEECH RATE ANALYSIS,9.0,1.0,0.0,0.0,inf,inf
BLOSSOM THEME,0.0,0.0,7.0,1.0,0.0,0.0
MODERN STOVE,15.0,1.0,0.0,0.0,inf,inf
HANDS RAISED,7.0,1.0,0.0,0.0,inf,inf
SPEAKER'S EXPERIENCE,8.0,1.0,0.0,0.0,inf,inf
CONFIDENCE AND POSITIVE DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
PINK PACKAGING,8.0,1.0,0.0,0.0,inf,inf
NATURAL NARRATIVE STYLE,0.0,0.0,9.0,1.0,0.0,0.0
MODERN TRAP ANTHEM,0.0,0.0,9.0,1.0,0.0,0.0
PROMINENT DRUMS,7.0,1.0,0.0,0.0,inf,inf
PHONE VIBRATION,6.0,1.0,0.0,0.0,inf,inf
RELAXED AND ENGAGING FACIAL EXPRESSIONS,8.0,1.0,0.0,0.0,inf,inf
SMOOTH AND RELAXED MOTION,7.0,1.0,0.0,0.0,inf,inf
STAINLESS STEEL SURFACE,5.0,1.0,0.0,0.0,inf,inf
ORGANIZATION,0.0,0.0,9.0,1.0,0.0,0.0
"TEXT OVERLAY ""NEW JUVIA'S PLACE LIQUID BLUSHLIGHTERS""",8.0,1.0,0.0,0.0,inf,inf
SPONSORED PRODUCT,17.0,2.0,0.0,0.0,inf,inf
CANDLE,12.0,2.0,0.0,0.0,inf,inf
DREAM DESCRIPTION,6.0,1.0,0.0,0.0,inf,inf
MAKEUP TIPS,9.0,1.0,0.0,0.0,inf,inf
FORTNITE GAME ENVIRONMENT,0.0,0.0,9.0,1.0,0.0,0.0
LUNCH,0.0,0.0,7.0,1.0,0.0,0.0
WAVING,7.0,1.0,6.0,1.0,1.1666666666666667,1.0
ARTICULATION,29.0,4.0,9.0,1.0,3.2222222222222223,4.0
LONG STRAIGHT WIG,9.0,1.0,0.0,0.0,inf,inf
SHOOTING STARS,8.0,1.0,0.0,0.0,inf,inf
USERNAME @SCARLETTTSHADE,0.0,0.0,7.0,1.0,0.0,0.0
FABRIC BACKDROP,7.0,1.0,0.0,0.0,inf,inf
BLUE CEILING AND WALLS,8.0,1.0,0.0,0.0,inf,inf
HAND GESTURE PATTERN,8.0,1.0,0.0,0.0,inf,inf
LIGHTING FIXTURES,0.0,0.0,5.0,1.0,0.0,0.0
LONG PUFFER COAT,0.0,0.0,8.0,1.0,0.0,0.0
"MODERN, MINIMALIST AESTHETIC",6.0,1.0,0.0,0.0,inf,inf
SECURING LATTE,7.0,1.0,0.0,0.0,inf,inf
EARRINGS,6.0,1.0,0.0,0.0,inf,inf
INDOOR ENVIRONMENT,15.0,2.0,6.0,1.0,2.5,2.0
ICE SKATING RINK,8.0,1.0,0.0,0.0,inf,inf
BARGAIN TEXT,7.0,1.0,0.0,0.0,inf,inf
CASUAL HOME SETTING,0.0,0.0,9.0,1.0,0.0,0.0
INTEGRATION,0.0,0.0,7.0,1.0,0.0,0.0
ATTENDING EVENTS,0.0,0.0,8.0,1.0,0.0,0.0
LIGHT-COLORED BRICK WALL,8.0,1.0,0.0,0.0,inf,inf
ENTHUSIASM,86.0,10.0,66.0,7.0,1.303030303030303,1.4285714285714286
WOODEN FLOOR,6.0,1.0,0.0,0.0,inf,inf
PRODUCT IMAGES ON BOXES,0.0,0.0,8.0,1.0,0.0,0.0
SLOWER SPEECH PERIOD 0:14-0:20,7.0,1.0,0.0,0.0,inf,inf
PACKING,0.0,0.0,6.0,1.0,0.0,0.0
FRAMED PICTURE OR ART,5.0,1.0,0.0,0.0,inf,inf
SNEAKERS,0.0,0.0,8.0,1.0,0.0,0.0
BEACH DAY MAKEUP LOOK,8.0,1.0,0.0,0.0,inf,inf
SAM'S CLUB,0.0,0.0,8.0,1.0,0.0,0.0
PHOTOGRAPHER,0.0,0.0,15.0,1.0,0.0,0.0
TAPPING SOUNDS,6.0,1.0,0.0,0.0,inf,inf
PHOTO LAB,6.0,1.0,0.0,0.0,inf,inf
FEMALE VOCAL SAMPLES,0.0,0.0,9.0,1.0,0.0,0.0
LIGHT TRAFFIC SOUNDS,6.0,1.0,0.0,0.0,inf,inf
PRODUCT APPLICATION,16.0,2.0,0.0,0.0,inf,inf
DESCENDING MOTIFS,0.0,0.0,8.0,1.0,0.0,0.0
SZA FAN CLUB SECRETARY,0.0,0.0,9.0,1.0,0.0,0.0
BITE SOUND,7.0,1.0,0.0,0.0,inf,inf
OPEN PALM GESTURES,15.0,1.0,0.0,0.0,inf,inf
SETTING,9.0,1.0,0.0,0.0,inf,inf
BRASS INSTRUMENTS,6.0,1.0,0.0,0.0,inf,inf
PRODUCT FEATURES AND MOMENTS,0.0,0.0,5.0,1.0,0.0,0.0
REPETITIVE RHYTHMIC PATTERNS,0.0,0.0,8.0,1.0,0.0,0.0
WELL-DECORATED INTERIOR SPACE,0.0,0.0,8.0,1.0,0.0,0.0
METALLIC JINGLE,6.0,1.0,0.0,0.0,inf,inf
BACKGROUND NOISE LEVEL,57.0,8.0,20.0,3.0,2.85,2.6666666666666665
COZY ROOM WITH BOOKSHELF,0.0,0.0,8.0,1.0,0.0,0.0
CROPPED LONG SLEEVE,5.0,1.0,0.0,0.0,inf,inf
PLAYFUL BEEP SOUND,0.0,0.0,5.0,1.0,0.0,0.0
GRAPHIC DESIGN,13.0,2.0,0.0,0.0,inf,inf
REPETITION IN MELODY,6.0,1.0,0.0,0.0,inf,inf
BABY CLOTHES,17.0,1.0,0.0,0.0,inf,inf
DARK BLUE TOP,7.0,1.0,0.0,0.0,inf,inf
TRAFFIC NOISE,17.0,3.0,0.0,0.0,inf,inf
PEAK VOLUME,15.0,2.0,0.0,0.0,inf,inf
REVIEW AND FEEDBACK,0.0,0.0,9.0,1.0,0.0,0.0
CASUAL RESTAURANT,8.0,1.0,0.0,0.0,inf,inf
DISTORTED SYNTH MELODY,0.0,0.0,7.0,1.0,0.0,0.0
SEARCH BAR,5.0,1.0,0.0,0.0,inf,inf
QUIET LIBRARY,0.0,0.0,7.0,1.0,0.0,0.0
SKINCARE SPA,8.0,1.0,0.0,0.0,inf,inf
PROMOTING OR INTRODUCING,7.0,1.0,0.0,0.0,inf,inf
ENTHUSIASM AND SINCERITY,17.0,2.0,0.0,0.0,inf,inf
DIRECTIONAL INDICATION,0.0,0.0,15.0,1.0,0.0,0.0
SEATTLE FOREST EDITION,0.0,0.0,18.0,1.0,0.0,0.0
PET CARE AND GROOMING,9.0,1.0,0.0,0.0,inf,inf
CONCLUSION,8.0,1.0,8.0,1.0,1.0,1.0
TOXIC LASH GLUE,8.0,1.0,0.0,0.0,inf,inf
NATURAL LOOK,13.0,2.0,0.0,0.0,inf,inf
COUCH,13.0,2.0,0.0,0.0,inf,inf
VOLUME SPIKE,6.0,1.0,0.0,0.0,inf,inf
SIDE-CHAINING,7.0,1.0,0.0,0.0,inf,inf
FESTIVE AND LUXURIOUS MOOD,9.0,1.0,0.0,0.0,inf,inf
VISUAL GUIDE,8.0,1.0,0.0,0.0,inf,inf
SMILING AND CHEERFUL,8.0,1.0,0.0,0.0,inf,inf
NEUTRAL TO SLIGHT SMILE,16.0,2.0,0.0,0.0,inf,inf
PRODUCT HANDLING,47.0,6.0,15.0,2.0,3.1333333333333333,3.0
ARM MOVEMENTS,7.0,1.0,0.0,0.0,inf,inf
CHOPSTICKS,8.0,1.0,0.0,0.0,inf,inf
GAME CHARACTER,0.0,0.0,9.0,1.0,0.0,0.0
WORK AND DAILY ACTIVITIES,0.0,0.0,8.0,1.0,0.0,0.0
NO TIME INFORMATION,5.0,1.0,0.0,0.0,inf,inf
OVERLAY TEXT,15.0,2.0,0.0,0.0,inf,inf
MORNING ROUTINE,46.0,4.0,16.0,2.0,2.875,2.0
FRUIT PUNCH FLAVOR,7.0,1.0,0.0,0.0,inf,inf
MINOR HEAD MOTIONS,7.0,1.0,0.0,0.0,inf,inf
LEANING SLIGHTLY TO ONE SIDE,0.0,0.0,7.0,1.0,0.0,0.0
BLACK FRYING PAN,8.0,1.0,0.0,0.0,inf,inf
FAINT ECHOING RHYTHMIC TAPPING,8.0,1.0,0.0,0.0,inf,inf
HANDLING AND DEMONSTRATION,7.0,1.0,0.0,0.0,inf,inf
KITCHEN APPLIANCES,5.0,1.0,0.0,0.0,inf,inf
LONG SLEEVE SHIRT,8.0,1.0,0.0,0.0,inf,inf
SOUNDS OF EATING,5.0,1.0,0.0,0.0,inf,inf
LIGHT WALL COLOR,7.0,1.0,0.0,0.0,inf,inf
SKINCARE PRODUCTS,25.0,3.0,0.0,0.0,inf,inf
PARAMOUNT+,17.0,1.0,0.0,0.0,inf,inf
FRIENDLY EXPRESSION,0.0,0.0,8.0,1.0,0.0,0.0
PUBLISHER,7.0,1.0,0.0,0.0,inf,inf
SOFA,0.0,0.0,7.0,1.0,0.0,0.0
HEAD STABILITY,15.0,2.0,0.0,0.0,inf,inf
LOW PITCH MUSIC,8.0,1.0,0.0,0.0,inf,inf
MUSTARD YELLOW FURNITURE,6.0,1.0,0.0,0.0,inf,inf
WHITE TOP,14.0,2.0,8.0,1.0,1.75,2.0
FURNITURE OR DECOR,0.0,0.0,5.0,1.0,0.0,0.0
BACKGROUND DESIGN,7.0,1.0,0.0,0.0,inf,inf
EYES LOOKING INTO CAMERA,8.0,1.0,0.0,0.0,inf,inf
STRATEGIC PAUSES,7.0,1.0,0.0,0.0,inf,inf
SPORTS,8.0,1.0,0.0,0.0,inf,inf
SPHERICAL BOLLARDS,5.0,1.0,0.0,0.0,inf,inf
GRADUAL BUILD-UP,8.0,1.0,0.0,0.0,inf,inf
VINYL NIGHT,8.0,1.0,0.0,0.0,inf,inf
FACIAL EXPRESSION,40.0,5.0,24.0,3.0,1.6666666666666667,1.6666666666666667
WHITE SHOES,5.0,1.0,0.0,0.0,inf,inf
WOODEN OR METAL FRAMING,7.0,1.0,0.0,0.0,inf,inf
NARRATION,0.0,0.0,8.0,1.0,0.0,0.0
LIGHT BACKGROUND MUSIC,8.0,1.0,8.0,1.0,1.0,1.0
RHYTHMIC HAND MOVEMENT,7.0,1.0,0.0,0.0,inf,inf
BASS GUITAR,0.0,0.0,8.0,1.0,0.0,0.0
TESTIMONIALS,0.0,0.0,5.0,1.0,0.0,0.0
SMILE,17.0,2.0,8.0,1.0,2.125,2.0
PASTEL AND SOFT COLOR THEME,0.0,0.0,7.0,1.0,0.0,0.0
NO LONG SILENCES,36.0,5.0,0.0,0.0,inf,inf
CLICKING SOUND OF LIGHTER,7.0,1.0,0.0,0.0,inf,inf
KOREAN LYRICS,7.0,1.0,0.0,0.0,inf,inf
EMOTIONAL CONTRAST,9.0,1.0,0.0,0.0,inf,inf
FANDOM AND PERSONAL EXPRESSION,0.0,0.0,9.0,1.0,0.0,0.0
SYNTHESIZED MELODY,6.0,1.0,7.0,1.0,0.8571428571428571,1.0
HIGH-PITCHED VOICE,16.0,1.0,0.0,0.0,inf,inf
FLORAL PATTERNS,0.0,0.0,6.0,1.0,0.0,0.0
CONCENTRATION AND DEMONSTRATION,0.0,0.0,8.0,1.0,0.0,0.0
LOUD BEEP,0.0,0.0,5.0,1.0,0.0,0.0
INITIAL EXCITEMENT,0.0,0.0,8.0,1.0,0.0,0.0
DIY LASH EXTENSIONS,18.0,1.0,0.0,0.0,inf,inf
PALM TREES,7.0,1.0,16.0,2.0,0.4375,0.5
FRAMED PICTURES,0.0,0.0,5.0,1.0,0.0,0.0
SOCIAL MEDIA WEEK LIMA,0.0,0.0,7.0,1.0,0.0,0.0
DYNAMIC MOVEMENTS,16.0,2.0,8.0,1.0,2.0,2.0
OPEN AND CONFIDENT BODY LANGUAGE,9.0,1.0,0.0,0.0,inf,inf
WOMAN,9.0,1.0,0.0,0.0,inf,inf
MAGAZINE,8.0,1.0,0.0,0.0,inf,inf
WRITING OR DRAWING,7.0,1.0,0.0,0.0,inf,inf
HAIR PRODUCT,8.0,1.0,0.0,0.0,inf,inf
NOT A PAID SPONSORSHIP,5.0,1.0,0.0,0.0,inf,inf
TENSION AND RELEASE,7.0,1.0,0.0,0.0,inf,inf
SYNTH MELODY,0.0,0.0,5.0,1.0,0.0,0.0
RELAXED BODY LANGUAGE,16.0,2.0,0.0,0.0,inf,inf
TAPPING,0.0,0.0,6.0,1.0,0.0,0.0
EMOTIONAL STATE AND DEMEANOR,0.0,0.0,8.0,1.0,0.0,0.0
RELAXATION,8.0,1.0,0.0,0.0,inf,inf
"TEXT ""AT HOME BLOWOUT""",6.0,1.0,0.0,0.0,inf,inf
WOMAN SPEAKING IN ENGLISH,9.0,1.0,0.0,0.0,inf,inf
LIGHT POLES,5.0,1.0,0.0,0.0,inf,inf
MINIMAL HEAD MOVEMENT,7.0,1.0,7.0,1.0,1.0,1.0
DRUM BEAT,8.0,1.0,0.0,0.0,inf,inf
OLDER RECORDING,0.0,0.0,5.0,1.0,0.0,0.0
NO NOTABLE SOUND EFFECTS,5.0,1.0,0.0,0.0,inf,inf
MAKEUP PRODUCTS,16.0,1.0,9.0,1.0,1.7777777777777777,1.0
LIGHT-COLORED BED,8.0,1.0,0.0,0.0,inf,inf
LIFTING GESTURE,9.0,1.0,0.0,0.0,inf,inf
MIRROR OR PICTURE FRAME,5.0,1.0,0.0,0.0,inf,inf
